Player,Team,RAA,Wins,EFscore,Salary,Value
OA Shah,Rajasthan Royals,155,0.563,0.106,200000.0,1076818.0
SPD Smith,Pune Warriors,147,0.5329999999999999,0.105,,1053262.0
BW Hilfenhaus,Chennai Super Kings,147,0.532,0.115,,1052477.0
L Balaji,Kolkata Knight Riders,140,0.51,0.096,500000.0,1035202.0
KP Pietersen,Delhi Daredevils,124,0.45,0.08800000000000001,1550000.0,988090.0
F du Plessis,Chennai Super Kings,118,0.428,0.095,,970816.0
DJ Bravo,Chennai Super Kings,115,0.41700000000000004,0.185,200000.0,962179.0
DS Kulkarni,Mumbai Indians,109,0.397,0.066,,946475.0
AB de Villiers,Royal Challengers Bangalore,106,0.384,0.087,1100000.0,936267.0
MEK Hussey,Chennai Super Kings,103,0.3720000000000001,0.08900000000000001,425000.0,926845.0
DB Das,Kolkata Knight Riders,101,0.365,0.057,,921349.0
SR Watson,Rajasthan Royals,99,0.359,0.11599999999999999,125000.0,916637.0
AT Rayudu,Mumbai Indians,95,0.34600000000000003,0.085,,906430.0
M Muralitharan,Royal Challengers Bangalore,94,0.342,0.095,220000.0,903289.0
MS Dhoni,Chennai Super Kings,94,0.341,0.08900000000000001,1500000.0,902504.0
P Awana,Kings XI Punjab,94,0.34,0.114,,901719.0
JP Duminy,Deccan Chargers,93,0.33799999999999997,0.092,300000.0,900148.0
DW Steyn,Deccan Chargers,87,0.316,0.11699999999999999,1200000.0,882874.0
SR Tendulkar,Mumbai Indians,86,0.314,0.091,,881304.0
AB Dinda,Pune Warriors,86,0.311,0.066,375000.0,878948.0
Azhar Mahmood,Kings XI Punjab,80,0.29100000000000004,0.133,200000.0,863244.0
K Cooper,Rajasthan Royals,80,0.29100000000000004,0.084,50000.0,863244.0
KA Pollard,Mumbai Indians,78,0.282,0.162,750000.0,856177.0
RG Sharma,Mumbai Indians,74,0.268,0.11800000000000001,2000000.0,845184.0
RJ Harris,Kings XI Punjab,74,0.268,0.066,325000.0,845184.0
DA Warner,Delhi Daredevils,71,0.258,0.063,750000.0,837332.0
DPMD Jayawardene,Delhi Daredevils,71,0.258,0.08900000000000001,1400000.0,837332.0
AC Gilchrist,Kings XI Punjab,66,0.24100000000000002,0.057999999999999996,900000.0,823984.0
AB McDonald,Royal Challengers Bangalore,66,0.24,0.053,80000.0,823199.0
SE Marsh,Kings XI Punjab,66,0.24,0.092,400000.0,823199.0
Shakib Al Hasan,Kolkata Knight Riders,64,0.23399999999999999,0.10300000000000001,425000.0,818488.0
R Dravid,Rajasthan Royals,61,0.221,0.11900000000000001,500000.0,808280.0
DAJ Bracewell,Delhi Daredevils,60,0.218,0.033,50000.0,805925.0
V Sehwag,Delhi Daredevils,54,0.196,0.10099999999999999,,788650.0
P Parameswaran,Royal Challengers Bangalore,52,0.18899999999999997,0.043,,783154.0
HH Gibbs,Mumbai Indians,50,0.18,0.043,50000.0,776087.0
M Vijay,Chennai Super Kings,48,0.17300000000000001,0.08,,770591.0
A Chandila,Rajasthan Royals,46,0.16699999999999998,0.043,,765880.0
DA Miller,Kings XI Punjab,45,0.16399999999999998,0.028999999999999998,,763524.0
P Negi,Delhi Daredevils,44,0.161,0.057999999999999996,,761168.0
SW Tait,Rajasthan Royals,43,0.158,0.055999999999999994,300000.0,758813.0
DE Bollinger,Chennai Super Kings,41,0.14800000000000002,0.048,700000.0,750961.0
BJ Hodge,Rajasthan Royals,40,0.146,0.066,475000.0,749390.0
S Badrinath,Chennai Super Kings,38,0.136,0.057,800000.0,741538.0
MM Patel,Mumbai Indians,37,0.134,0.102,700000.0,739968.0
RV Uthappa,Pune Warriors,35,0.129,0.094,2100000.0,736042.0
MS Bisla,Kolkata Knight Riders,28,0.102,0.05,,714842.0
TM Dilshan,Royal Challengers Bangalore,25,0.091,0.083,650000.0,706205.0
JEC Franklin,Mumbai Indians,23,0.083,0.087,100000.0,699923.0
KMDN Kulasekara,Chennai Super Kings,21,0.075,0.03,,693641.0
S Anirudha,Chennai Super Kings,20,0.073,0.024,,692071.0
KP Appanna,Royal Challengers Bangalore,16,0.06,0.042,,681863.0
AD Mascarenhas,Kings XI Punjab,16,0.057,0.038,,679508.0
UT Yadav,Delhi Daredevils,16,0.057,0.12,,679508.0
RJ Peterson,Mumbai Indians,15,0.054000000000000006,0.028999999999999998,100000.0,677152.0
M Manhas,Pune Warriors,13,0.049,0.031,,673226.0
Y Nagar,Delhi Daredevils,13,0.047,0.04,,671656.0
STR Binny,Rajasthan Royals,12,0.044000000000000004,0.043,,669300.0
DR Smith,Mumbai Indians,10,0.037000000000000005,0.066,100000.0,663804.0
Mandeep Singh,Kings XI Punjab,10,0.035,0.094,,662233.0
Pankaj Singh,Rajasthan Royals,9,0.032,0.049,,659878.0
Gurkeerat Singh,Kings XI Punjab,7,0.025,0.015,,654382.0
DJ Harris,Deccan Chargers,6,0.021,0.027999999999999997,70000.0,651241.0
PP Ojha,Mumbai Indians,4,0.015,0.065,,646530.0
JD Ryder,Pune Warriors,3,0.012,0.069,150000.0,644174.0
VY Mahesh,Chennai Super Kings,3,0.012,0.019,,644174.0
AJ Finch,Delhi Daredevils,2,0.008,0.013000000000000001,300000.0,641033.0
BB Samantray,Deccan Chargers,2,0.006999999999999999,0.001,,640248.0
R Vinay Kumar,Royal Challengers Bangalore,0,0.0,0.126,1000000.0,634752.0
DT Christian,Deccan Chargers,-1,-0.003,0.091,900000.0,632396.0
V Kohli,Royal Challengers Bangalore,-1,-0.003,0.084,,632396.0
BB McCullum,Kolkata Knight Riders,-1,-0.005,0.068,900000.0,630826.0
DH Yagnik,Rajasthan Royals,-1,-0.005,0.006999999999999999,,630826.0
J Theron,Deccan Chargers,-3,-0.012,0.018000000000000002,,625329.0
JP Faulkner,Kings XI Punjab,-4,-0.015,0.022000000000000002,190000.0,622974.0
PA Reddy,Deccan Chargers,-6,-0.022000000000000002,0.017,,617477.0
RE van der Merwe,Delhi Daredevils,-6,-0.023,0.015,50000.0,616692.0
SK Trivedi,Rajasthan Royals,-7,-0.025,0.085,,615122.0
SK Raina,Chennai Super Kings,-7,-0.026000000000000002,0.11599999999999999,650000.0,614336.0
AG Murtaza,Pune Warriors,-8,-0.028999999999999998,0.003,,611981.0
NV Ojha,Delhi Daredevils,-8,-0.028999999999999998,0.057999999999999996,270000.0,611981.0
A Ashish Reddy,Deccan Chargers,-9,-0.033,0.069,,608840.0
MK Tiwary,Kolkata Knight Riders,-9,-0.033,0.057,475000.0,608840.0
JH Kallis,Kolkata Knight Riders,-9,-0.034,0.179,1100000.0,608055.0
Harmeet Singh,Kings XI Punjab,-11,-0.038,0.042,,604914.0
PJ Sangwan,Kolkata Knight Riders,-11,-0.038,0.004,,604914.0
M Kaif,Royal Challengers Bangalore,-12,-0.045,0.002,130000.0,599418.0
SD Chitnis,Kings XI Punjab,-13,-0.048,0.015,,597062.0
AA Jhunjhunwala,Deccan Chargers,-14,-0.051,0.013000000000000001,,594707.0
GJ Maxwell,Delhi Daredevils,-15,-0.054000000000000006,0.006999999999999999,,592351.0
AN Ahmed,Mumbai Indians,-16,-0.057999999999999996,0.001,,589210.0
U Chand,None,-17,-0.061,0.009000000000000001,,586855.0
AP Majumdar,Pune Warriors,-19,-0.067,0.019,,582143.0
GB Hogg,Rajasthan Royals,-19,-0.068,0.066,180000.0,581358.0
SS Tiwary,Royal Challengers Bangalore,-19,-0.07,0.040999999999999995,1600000.0,579788.0
CA Lynn,Deccan Chargers,-20,-0.07400000000000001,0.002,,576647.0
Harpreet Singh,Pune Warriors,-20,-0.07400000000000001,0.001,,576647.0
WP Saha,Chennai Super Kings,-20,-0.07400000000000001,0.002,100000.0,576647.0
K Upadhyay,Pune Warriors,-22,-0.08,0.005,,571936.0
MD Mishra,Pune Warriors,-22,-0.081,0.0,,571151.0
NLTC Perera,Mumbai Indians,-23,-0.083,0.003,650000.0,569580.0
AM Nayar,Kings XI Punjab,-24,-0.086,0.01,800000.0,567225.0
LJ Wright,Pune Warriors,-24,-0.087,0.001,,566439.0
AB Agarkar,Delhi Daredevils,-24,-0.08900000000000001,0.02,210000.0,564869.0
M de Lange,Kolkata Knight Riders,-25,-0.09,0.017,,564084.0
Anand Rajan,Deccan Chargers,-26,-0.094,0.022000000000000002,,560943.0
Y Venugopal Rao,Delhi Daredevils,-26,-0.094,0.031,700000.0,560943.0
AC Blizzard,Mumbai Indians,-26,-0.096,0.0,20000.0,559373.0
DJ Jacobs,Mumbai Indians,-26,-0.096,0.0,190000.0,559373.0
SA Yadav,Mumbai Indians,-26,-0.096,0.0,,559373.0
CJ Ferguson,Pune Warriors,-29,-0.106,0.015,300000.0,551521.0
R Shukla,Mumbai Indians,-30,-0.109,0.001,,549165.0
RN ten Doeschate,Kolkata Knight Riders,-31,-0.114,0.006999999999999999,150000.0,545239.0
A Mithun,Royal Challengers Bangalore,-32,-0.11599999999999999,0.001,260000.0,543669.0
JD Unadkat,Kolkata Knight Riders,-32,-0.11599999999999999,0.0,,543669.0
RR Powar,Kings XI Punjab,-32,-0.11599999999999999,0.001,180000.0,543669.0
Iqbal Abdulla,Kolkata Knight Riders,-32,-0.11800000000000001,0.028999999999999998,,542098.0
MN Samuels,Pune Warriors,-33,-0.121,0.07,,539743.0
S Aravind,Royal Challengers Bangalore,-34,-0.12300000000000001,0.003,,538172.0
Z Khan,Royal Challengers Bangalore,-34,-0.12300000000000001,0.109,900000.0,538172.0
AUK Pathan,Royal Challengers Bangalore,-34,-0.125,0.001,,536602.0
AC Thomas,Pune Warriors,-35,-0.128,0.024,100000.0,534246.0
AD Mathews,Pune Warriors,-36,-0.129,0.071,,533461.0
IR Jaggi,Deccan Chargers,-38,-0.13699999999999998,0.003,,527180.0
P Dogra,Kings XI Punjab,-38,-0.13699999999999998,0.001,,527180.0
TL Suman,Mumbai Indians,-38,-0.13699999999999998,0.002,,527180.0
AL Menaria,Rajasthan Royals,-40,-0.14400000000000002,0.059000000000000004,,521683.0
B Chipli,Deccan Chargers,-42,-0.153,0.006,,514616.0
LRPL Taylor,Delhi Daredevils,-46,-0.165,0.044000000000000004,1000000.0,505194.0
MK Pandey,Pune Warriors,-47,-0.17,0.03,,501268.0
VR Aaron,Delhi Daredevils,-47,-0.17,0.057999999999999996,,501268.0
DB Ravi Teja,Deccan Chargers,-49,-0.177,0.0,,495772.0
V Pratap Singh,Deccan Chargers,-51,-0.187,0.06,,487920.0
CJ McKay,Mumbai Indians,-52,-0.18899999999999997,0.006,,486349.0
MJ Clarke,Pune Warriors,-52,-0.18899999999999997,0.037000000000000005,,486349.0
Bipul Sharma,Kings XI Punjab,-54,-0.195,0.016,,481638.0
WD Parnell,Pune Warriors,-54,-0.19699999999999998,0.037000000000000005,160000.0,480068.0
AA Chavan,Rajasthan Royals,-55,-0.198,0.042,,479282.0
R Ashwin,Chennai Super Kings,-60,-0.217,0.095,850000.0,464364.0
J Syed Mohammad,Royal Challengers Bangalore,-60,-0.218,0.003,,463579.0
A Singh,Rajasthan Royals,-60,-0.21899999999999997,0.055999999999999994,,462793.0
RR Bhatkal,Royal Challengers Bangalore,-61,-0.223,0.0,,459653.0
CA Pujara,Royal Challengers Bangalore,-62,-0.226,0.003,700000.0,457297.0
A Mishra,Deccan Chargers,-63,-0.22699999999999998,0.08199999999999999,300000.0,456512.0
SP Goswami,Rajasthan Royals,-63,-0.22899999999999998,0.011000000000000001,,454941.0
MA Agarwal,Royal Challengers Bangalore,-64,-0.23399999999999999,0.05,,451015.0
LR Shukla,Kolkata Knight Riders,-69,-0.25,0.021,,438452.0
RA Jadeja,Chennai Super Kings,-69,-0.25,0.1,2000000.0,438452.0
Sunny Gupta,Delhi Daredevils,-71,-0.259,0.0,,431385.0
PA Patel,Deccan Chargers,-74,-0.26899999999999996,0.037000000000000005,650000.0,423533.0
RE Levi,Mumbai Indians,-75,-0.27399999999999997,0.017,,419607.0
BA Bhatt,Kings XI Punjab,-76,-0.27699999999999997,0.013000000000000001,,417252.0
KD Karthik,Mumbai Indians,-79,-0.28600000000000003,0.047,900000.0,410185.0
SB Jakati,Chennai Super Kings,-85,-0.31,0.051,,391340.0
RP Singh,Mumbai Indians,-86,-0.311,0.064,600000.0,390555.0
R Bhatia,Kolkata Knight Riders,-86,-0.312,0.07,,389770.0
KC Sangakkara,Deccan Chargers,-90,-0.32799999999999996,0.040999999999999995,700000.0,377207.0
B Lee,Kolkata Knight Riders,-94,-0.34,0.064,400000.0,367784.0
PP Chawla,Kings XI Punjab,-96,-0.348,0.113,900000.0,361503.0
A Nehra,Pune Warriors,-98,-0.354,0.068,,356792.0
B Kumar,Pune Warriors,-98,-0.35600000000000004,0.066,,355221.0
S Nadeem,Delhi Daredevils,-102,-0.369,0.049,,345014.0
J Botha,Rajasthan Royals,-102,-0.37,0.061,950000.0,344229.0
JA Morkel,Chennai Super Kings,-103,-0.3720000000000001,0.11,675000.0,342658.0
TP Sudhindra,Deccan Chargers,-106,-0.38299999999999995,0.008,,334021.0
PC Valthaty,Kings XI Punjab,-118,-0.428,0.005,,298687.0
Ankit Sharma,Deccan Chargers,-119,-0.43,0.028999999999999998,,297117.0
M Kartik,Pune Warriors,-120,-0.4370000000000001,0.036000000000000004,400000.0,291620.0
N Saini,Kings XI Punjab,-123,-0.446,0.027000000000000003,,284554.0
DL Vettori,Royal Challengers Bangalore,-124,-0.449,0.036000000000000004,550000.0,282198.0
HV Patel,Royal Challengers Bangalore,-137,-0.498,0.052000000000000005,,243723.0
R Sharma,Pune Warriors,-138,-0.499,0.046,,242938.0
AD Russell,Delhi Daredevils,-138,-0.502,0.017,450000.0,240582.0
SC Ganguly,Pune Warriors,-143,-0.518,0.079,400000.0,228019.0
MS Gony,Deccan Chargers,-144,-0.523,0.023,290000.0,224093.0
P Kumar,Kings XI Punjab,-160,-0.58,0.087,800000.0,179337.0
YK Pathan,Kolkata Knight Riders,-165,-0.598,0.065,2100000.0,165204.0
IK Pathan,Delhi Daredevils,-231,-0.8390000000000001,0.091,1900000.0,-24029.0
Harbhajan Singh,Mumbai Indians,-339,-1.2309999999999999,0.061,850000.0,-331826.0
CH Gayle,Royal Challengers Bangalore,447,1.729,0.21,2000000.0,2554267.0
MEK Hussey,Chennai Super Kings,414,1.6019999999999999,0.22399999999999998,425000.0,2419187.0
V Kohli,Royal Challengers Bangalore,339,1.311,0.179,1800000.0,2109674.0
DJ Bravo,Chennai Super Kings,258,1.001,0.218,200000.0,1779953.0
SK Raina,Chennai Super Kings,253,0.981,0.14300000000000002,1300000.0,1758680.0
DA Miller,Kings XI Punjab,245,0.9490000000000001,0.134,100000.0,1724645.0
MS Dhoni,Chennai Super Kings,239,0.924,0.139,3000000.0,1698054.0
SR Watson,Rajasthan Royals,226,0.8759999999999999,0.213,1300000.0,1647000.0
JP Faulkner,Rajasthan Royals,214,0.8290000000000001,0.207,400000.0,1597010.0
RG Sharma,Mumbai Indians,212,0.82,0.121,2000000.0,1587438.0
A Mishra,Sunrisers Hyderabad,168,0.6509999999999999,0.14,300000.0,1407686.0
Harbhajan Singh,Mumbai Indians,168,0.65,0.138,1300000.0,1406623.0
KA Pollard,Mumbai Indians,164,0.634,0.17,900000.0,1389605.0
MM Sharma,Chennai Super Kings,150,0.5820000000000001,0.122,,1334297.0
SP Narine,Kolkata Knight Riders,143,0.555,0.132,700000.0,1305579.0
AM Rahane,Rajasthan Royals,142,0.551,0.109,60000.0,1301324.0
S Dhawan,Sunrisers Hyderabad,138,0.535,0.1,300000.0,1284307.0
AB de Villiers,Royal Challengers Bangalore,138,0.5329999999999999,0.079,1100000.0,1282179.0
R Vinay Kumar,Royal Challengers Bangalore,134,0.52,0.158,1000000.0,1268352.0
BJ Hodge,Rajasthan Royals,117,0.45299999999999996,0.08199999999999999,475000.0,1197090.0
DW Steyn,Sunrisers Hyderabad,111,0.429,0.141,1200000.0,1171563.0
DA Warner,Delhi Daredevils,110,0.424,0.095,750000.0,1166245.0
KD Karthik,Mumbai Indians,109,0.42100000000000004,0.10400000000000001,1200000.0,1163054.0
SE Marsh,Kings XI Punjab,102,0.396,0.087,400000.0,1136464.0
R Dravid,Rajasthan Royals,101,0.389,0.098,500000.0,1129018.0
MG Johnson,Mumbai Indians,97,0.375,0.162,300000.0,1114128.0
RV Uthappa,Pune Warriors,89,0.345,0.1,2100000.0,1082219.0
AJ Finch,Pune Warriors,87,0.336,0.10300000000000001,300000.0,1072646.0
STR Binny,Rajasthan Royals,86,0.331,0.111,,1067328.0
DJG Sammy,Sunrisers Hyderabad,85,0.32899999999999996,0.107,425000.0,1065201.0
DR Smith,Mumbai Indians,84,0.326,0.11699999999999999,100000.0,1062010.0
MC Henriques,Royal Challengers Bangalore,84,0.324,0.086,300000.0,1059883.0
Sandeep Sharma,Kings XI Punjab,81,0.312,0.054000000000000006,,1047120.0
Z Khan,Royal Challengers Bangalore,78,0.304,0.067,900000.0,1038611.0
YK Pathan,Kolkata Knight Riders,62,0.242,0.08800000000000001,2100000.0,972666.0
G Gambhir,Kolkata Knight Riders,61,0.237,0.091,2400000.0,967348.0
SPD Smith,Pune Warriors,60,0.233,0.045,,963094.0
EJG Morgan,Kolkata Knight Riders,60,0.23199999999999998,0.066,350000.0,962030.0
DS Kulkarni,Mumbai Indians,56,0.215,0.054000000000000006,,943949.0
KV Sharma,Sunrisers Hyderabad,55,0.21100000000000002,0.096,,939694.0
Iqbal Abdulla,Kolkata Knight Riders,39,0.151,0.044000000000000004,,875877.0
BJ Rohrer,Delhi Daredevils,37,0.142,0.043,,866305.0
Harmeet Singh,Kings XI Punjab,34,0.132,0.037000000000000005,,855668.0
Harmeet Singh,Rajasthan Royals,34,0.132,0.037000000000000005,,855668.0
AN Ahmed,Mumbai Indians,29,0.113,0.018000000000000002,,835460.0
SMSM Senanayake,Kolkata Knight Riders,26,0.102,0.063,625000.0,823760.0
BB Samantray,Sunrisers Hyderabad,24,0.094,0.027999999999999997,,815251.0
AC Gilchrist,Kings XI Punjab,22,0.086,0.08800000000000001,900000.0,806742.0
Azhar Mahmood,Kings XI Punjab,22,0.086,0.114,200000.0,806742.0
M Vijay,Chennai Super Kings,16,0.06,0.078,900000.0,779088.0
SR Tendulkar,Mumbai Indians,15,0.059000000000000004,0.066,1800000.0,778024.0
M Manhas,Pune Warriors,13,0.05,0.006,,768452.0
MK Pandey,Pune Warriors,13,0.048,0.035,,766324.0
B Lee,Kolkata Knight Riders,12,0.047,0.021,400000.0,765261.0
RN ten Doeschate,Kolkata Knight Riders,12,0.045,0.018000000000000002,150000.0,763134.0
Anand Rajan,Sunrisers Hyderabad,10,0.04,0.013999999999999999,,757815.0
SS Tiwary,Royal Challengers Bangalore,10,0.04,0.027000000000000003,1600000.0,757815.0
LA Pomersbach,Kings XI Punjab,9,0.033,0.018000000000000002,300000.0,750370.0
SV Samson,Rajasthan Royals,8,0.033,0.046,,750370.0
WD Parnell,Pune Warriors,7,0.028999999999999998,0.037000000000000005,160000.0,746116.0
R Rampaul,Royal Challengers Bangalore,7,0.027999999999999997,0.099,290000.0,745052.0
JJ Bumrah,Mumbai Indians,7,0.027000000000000003,0.015,,743988.0
S Ladda,Kolkata Knight Riders,7,0.026000000000000002,0.011000000000000001,,742925.0
P Suyal,Mumbai Indians,5,0.018000000000000002,0.009000000000000001,,734416.0
RA Jadeja,Chennai Super Kings,4,0.017,0.109,2000000.0,733352.0
Bipul Sharma,Kings XI Punjab,4,0.013999999999999999,0.008,,730161.0
JH Kallis,Kolkata Knight Riders,2,0.008,0.157,1100000.0,723780.0
R Shukla,Rajasthan Royals,1,0.004,0.017,,719525.0
OA Shah,Rajasthan Royals,0,0.001,0.006,200000.0,716334.0
AP Tare,Mumbai Indians,0,-0.002,0.03,,713143.0
PP Ojha,Mumbai Indians,-1,-0.002,0.085,800000.0,713143.0
RP Singh,Royal Challengers Bangalore,-1,-0.004,0.068,600000.0,711016.0
RV Gomez,Pune Warriors,-1,-0.004,0.001,,711016.0
PA Patel,Sunrisers Hyderabad,-2,-0.009000000000000001,0.062,650000.0,705698.0
A Chandila,Rajasthan Royals,-4,-0.015,0.036000000000000004,,699316.0
WP Saha,Chennai Super Kings,-4,-0.016,0.013000000000000001,100000.0,698253.0
CM Gautam,Delhi Daredevils,-5,-0.021,0.01,,692935.0
UBT Chand,Delhi Daredevils,-5,-0.021,0.028999999999999998,,692935.0
A Mukund,Royal Challengers Bangalore,-6,-0.022000000000000002,0.006,,691871.0
BA Bhatt,Kings XI Punjab,-6,-0.024,0.005,,689744.0
CA Pujara,Royal Challengers Bangalore,-7,-0.026000000000000002,0.019,700000.0,687617.0
AS Rajpoot,Chennai Super Kings,-7,-0.027999999999999997,0.005,,685489.0
KB Arun Karthik,Royal Challengers Bangalore,-7,-0.028999999999999998,0.009000000000000001,,684426.0
JA Morkel,Chennai Super Kings,-8,-0.032,0.054000000000000006,500000.0,681235.0
VS Malik,Rajasthan Royals,-9,-0.033,0.015,,680171.0
B Chipli,Delhi Daredevils,-9,-0.034,0.004,,679108.0
R McLaren,Kolkata Knight Riders,-9,-0.034,0.019,50000.0,679108.0
K Cooper,Rajasthan Royals,-10,-0.037000000000000005,0.1,50000.0,675917.0
MR Marsh,Pune Warriors,-10,-0.04,0.07,290000.0,672726.0
V Sehwag,Delhi Daredevils,-10,-0.04,0.065,1800000.0,672726.0
DB Ravi Teja,Sunrisers Hyderabad,-11,-0.040999999999999995,0.002,,671662.0
NLTC Perera,Sunrisers Hyderabad,-11,-0.040999999999999995,0.153,650000.0,671662.0
Ankit Sharma,Sunrisers Hyderabad,-12,-0.046,0.001,,666344.0
M Vohra,Kings XI Punjab,-12,-0.046,0.032,,666344.0
X Thalaivan Sargunam,Sunrisers Hyderabad,-15,-0.057,0.002,,654644.0
NV Ojha,Delhi Daredevils,-16,-0.061,0.001,270000.0,650390.0
S Narwal,Kolkata Knight Riders,-17,-0.065,0.005,,646135.0
AB McDonald,Royal Challengers Bangalore,-17,-0.066,0.004,100000.0,645072.0
DPMD Jayawardene,Delhi Daredevils,-18,-0.069,0.066,1400000.0,641881.0
UA Birla,Pune Warriors,-18,-0.069,0.003,,641881.0
BB McCullum,Kolkata Knight Riders,-19,-0.07200000000000001,0.001,900000.0,638690.0
PC Valthaty,Kings XI Punjab,-19,-0.07200000000000001,0.002,,638690.0
NM Coulter-Nile,Mumbai Indians,-19,-0.07400000000000001,0.009000000000000001,450000.0,636563.0
M Rawat,Pune Warriors,-20,-0.076,0.001,,634436.0
P Dogra,Kolkata Knight Riders,-20,-0.076,0.001,,634436.0
AD Mascarenhas,Kings XI Punjab,-20,-0.077,0.002,100000.0,633372.0
KM Jadhav,Delhi Daredevils,-20,-0.077,0.034,,633372.0
JDP Oram,Mumbai Indians,-21,-0.081,0.002,50000.0,629118.0
Sachin Baby,Rajasthan Royals,-22,-0.084,0.0,,625927.0
Parvez Rasool,Pune Warriors,-23,-0.08900000000000001,0.006999999999999999,,620609.0
MC Juneja,Delhi Daredevils,-23,-0.09,0.026000000000000002,,619545.0
RE van der Merwe,Delhi Daredevils,-23,-0.09,0.026000000000000002,50000.0,619545.0
AL Menaria,Rajasthan Royals,-24,-0.092,0.0,,617418.0
S Anirudha,Chennai Super Kings,-25,-0.096,0.0,,613163.0
MN Samuels,Pune Warriors,-25,-0.09699999999999999,0.006999999999999999,400000.0,612100.0
SL Malinga,Mumbai Indians,-25,-0.09699999999999999,0.10300000000000001,1100000.0,612100.0
P Negi,Delhi Daredevils,-26,-0.10099999999999999,0.001,,607845.0
PV Tambe,Rajasthan Royals,-27,-0.106,0.006999999999999999,,602527.0
GB Hogg,Rajasthan Royals,-29,-0.11199999999999999,0.001,180000.0,596145.0
KL Rahul,Royal Challengers Bangalore,-29,-0.114,0.001,,594018.0
P Tambe,None,-30,-0.11599999999999999,0.001,,591891.0
AT Rayudu,Mumbai Indians,-31,-0.121,0.047,,586573.0
S Badree,Rajasthan Royals,-33,-0.128,0.001,,579128.0
A Mithun,Royal Challengers Bangalore,-34,-0.132,0.003,260000.0,574873.0
YS Chahal,Mumbai Indians,-34,-0.132,0.001,,574873.0
MDKJ Perera,Rajasthan Royals,-35,-0.13699999999999998,0.002,,569555.0
A Ashish Reddy,Sunrisers Hyderabad,-36,-0.139,0.038,,567428.0
LRPL Taylor,Pune Warriors,-36,-0.139,0.013999999999999999,1000000.0,567428.0
AA Chavan,Rajasthan Royals,-36,-0.141,0.006999999999999999,,565300.0
GJ Maxwell,Mumbai Indians,-36,-0.141,0.006999999999999999,1000000.0,565300.0
Mandeep Singh,Kings XI Punjab,-36,-0.141,0.046,,565300.0
TL Suman,Pune Warriors,-37,-0.14400000000000002,0.018000000000000002,,562110.0
AG Murtaza,Pune Warriors,-38,-0.146,0.013999999999999999,,559982.0
BMAJ Mendis,Delhi Daredevils,-38,-0.146,0.01,725000.0,559982.0
LJ Wright,Pune Warriors,-39,-0.153,0.024,200000.0,552537.0
PA Reddy,Sunrisers Hyderabad,-39,-0.153,0.015,,552537.0
R Sathish,Kings XI Punjab,-41,-0.158,0.025,,547219.0
MS Bisla,Kolkata Knight Riders,-41,-0.16,0.061,,545092.0
JD Unadkat,Royal Challengers Bangalore,-43,-0.166,0.062,525000.0,538710.0
LR Shukla,Kolkata Knight Riders,-44,-0.16899999999999998,0.006,,535519.0
PJ Sangwan,Kolkata Knight Riders,-44,-0.17,0.003,,534456.0
K Upadhyay,Pune Warriors,-45,-0.174,0.002,,530201.0
KK Nair,Royal Challengers Bangalore,-45,-0.17600000000000002,0.001,,528074.0
DH Yagnik,Rajasthan Royals,-46,-0.17800000000000002,0.023,,525947.0
DP Nannes,Chennai Super Kings,-47,-0.183,0.026000000000000002,,520629.0
DB Das,Kolkata Knight Riders,-48,-0.188,0.015,,515310.0
S Badrinath,Chennai Super Kings,-49,-0.18899999999999997,0.018000000000000002,800000.0,514247.0
IC Pandey,Pune Warriors,-49,-0.19,0.004,,513183.0
BAW Mendis,Pune Warriors,-51,-0.19899999999999998,0.013999999999999999,725000.0,503611.0
CL White,Sunrisers Hyderabad,-54,-0.209,0.047,1100000.0,492974.0
J Syed Mohammad,Royal Challengers Bangalore,-54,-0.21,0.015,,491911.0
MA Agarwal,Royal Challengers Bangalore,-55,-0.215,0.012,,486593.0
CH Morris,Chennai Super Kings,-56,-0.21600000000000005,0.081,625000.0,485529.0
S Sreesanth,Rajasthan Royals,-56,-0.218,0.03,900000.0,483402.0
MK Tiwary,Kolkata Knight Riders,-57,-0.21899999999999997,0.022000000000000002,475000.0,482338.0
TM Dilshan,Royal Challengers Bangalore,-57,-0.223,0.017,650000.0,478084.0
S Kaul,Delhi Daredevils,-58,-0.225,0.024,,475957.0
U Chand,None,-59,-0.228,0.004,,472766.0
MG Neser,Kings XI Punjab,-61,-0.23600000000000002,0.001,,464257.0
Yuvraj Singh,Pune Warriors,-61,-0.237,0.071,1800000.0,463193.0
MM Patel,Mumbai Indians,-62,-0.24,0.02,700000.0,460002.0
AM Nayar,Pune Warriors,-64,-0.248,0.021,675000.0,451493.0
B Laughlin,Chennai Super Kings,-64,-0.248,0.005,20000.0,451493.0
KW Richardson,Pune Warriors,-65,-0.252,0.023,700000.0,447239.0
Shami Ahmed,Kolkata Knight Riders,-66,-0.256,0.008,,442984.0
RJ Harris,Kings XI Punjab,-68,-0.263,0.013000000000000001,325000.0,435539.0
Q de Kock,Sunrisers Hyderabad,-68,-0.264,0.001,,434475.0
RT Ponting,Mumbai Indians,-71,-0.27699999999999997,0.008,400000.0,420648.0
M Kartik,Royal Challengers Bangalore,-75,-0.292,0.04,400000.0,404694.0
I Sharma,Sunrisers Hyderabad,-77,-0.29600000000000004,0.08800000000000001,450000.0,400440.0
R Ashwin,Chennai Super Kings,-78,-0.303,0.075,850000.0,392994.0
